id,wea_conditions,wea_temp,wea_dptemp,wea_humidity,wea_windspeed,wea_winddir,wea_visibility,wea_pressure,wea_precipitation,wea_fog,wea_rain,wea_snow
2343,Clear,18.3,11.7,65,7.4,0,16.1,30.2,,No,No,No
3664,Partly_Cloudy,7.8,-12.8,22,7.4,40,16.1,30.1,,No,No,No
952,Overcast,17.2,7.2,52,0,0,16.1,29.9,0,No,No,No
4948,Overcast,26.1,14.4,48,18.5,360,16.1,30,,No,No,No
4198,Light_Rain,8.9,5,77,9.3,0,9.7,30.2,0,No,Y,No
2217,Overcast,12.2,6.1,66,0,0,16.1,29.6,,No,No,No
592,Clear,11.7,-1.7,40,11.1,180,16.1,29.8,,No,No,No
4507,Scattered_Clouds,1.7,-10.6,40,14.8,180,16.1,30.4,,No,No,No
3057,Clear,0.6,-10,46,11.1,310,16.1,30.3,,No,No,No
5875,Overcast,7.2,1.1,65,11.1,90,16.1,30.2,,No,No,No
1486,Partly_Cloudy,0.6,-11.7,40,7.4,0,16.1,30,,No,No,No
3315,Light_Snow,-3.3,-7.8,71,16.7,70,2,30.1,0.3,No,No,Y
2805,Light_Snow,0,-2.2,85,9.3,0,2.8,30.1,0.3,No,No,Y
1715,Clear,5,-4.4,51,13,100,16.1,30.2,,No,No,No
6002,Clear,8.3,-1.1,52,16.7,250,14.5,29.9,,No,No,No
4195,Partly_Cloudy,7.2,-7.8,34,9.3,0,16.1,30.2,,No,No,No
3621,Light_Snow,-0.6,-3.9,79,0,0,3.2,30.2,0,No,No,Y
1965,Clear,-7.2,-17.2,46,13,270,16.1,30,,No,No,No
5451,Clear,26,9,34,16.7,270,16.1,30,,No,No,No
5632,Clear,23,11,47,13,270,16.1,30.1,,No,No,No
4970,Clear,12.2,6.1,66,13,70,16.1,30.3,,No,No,No
3686,Light_Rain,3.9,2.2,89,11.1,0,6.4,30,0.8,No,Y,No
4460,Clear,16.1,5,48,5.6,0,16.1,30.1,,No,No,No
3017,Unknown,12.7,1.5,47,,0,,,,No,No,No
4313,Overcast,10,3.9,66,16.7,260,16.1,29.3,,No,No,No
7842,Clear,16.7,10,65,9.3,170,16.1,29.8,,No,No,No
5924,Overcast,16.1,14.4,90,0,0,6.4,30,,No,No,No
45,Light_Rain,4.4,1.1,79,0,0,8,29.9,0.5,No,Y,No
4241,Overcast,27.2,17.8,56,0,0,12.9,30.1,,No,No,No
8435,Clear,6.7,-1.7,55,16.7,180,16.1,30.1,,No,No,No
8215,Light_Rain,15.6,13.9,90,5.6,0,8,29.9,0.3,No,Y,No
6688,Overcast,25,16.7,60,14.8,30,16.1,30,,No,No,No
5262,Clear,-1.1,-8.9,56,11.1,0,16.1,30.1,,No,No,No
1303,Unknown,8,-3,46,,0,,,,No,No,No
3027,Light_Snow,-1.1,-3.9,82,18.5,60,1.2,30.1,0.3,No,No,Y
720,Clear,-2.8,-10.6,56,11.1,0,16.1,30.1,,No,No,No
3648,Overcast,11.1,9.4,89,16.7,170,4.8,29.6,0.3,No,No,No
3214,Scattered_Clouds,22.2,16.1,68,25.9,70,14.5,30.1,,No,No,No
2590,Mostly_Cloudy,11.7,8.9,83,11.1,170,16.1,29.3,,No,No,No
4702,Clear,10,6.1,77,0,0,16.1,29.9,,No,No,No
7965,Overcast,11.7,-1.1,41,0,0,16.1,29.9,,No,No,No
5539,Overcast,16.7,14.4,86,0,0,11.3,30.1,,No,No,No
1252,Clear,11.1,-5.6,31,16.7,300,16.1,29.8,,No,No,No
5179,Overcast,9,7,87,14.8,60,12.9,29.7,0.8,No,No,No
1085,Clear,23.3,10.6,45,11.1,50,14.5,29.9,,No,No,No
6250,Haze,6.1,2.2,76,25.9,60,9.7,30.1,0,No,No,No
8384,Scattered_Clouds,28.3,20,60,11.1,0,16.1,29.8,,No,No,No
1569,Mostly_Cloudy,11.7,8.3,80,5.6,0,16.1,29.2,,No,No,No
2637,Clear,-10,-26.7,25,7.4,0,16.1,30.5,,No,No,No
379,Light_Snow,-0.6,-4.4,76,11.1,0,1.2,29.7,0,No,No,Y
8161,Overcast,7.8,-2.2,50,18.5,290,16.1,29.9,,No,No,No
8301,Overcast,2.8,-6.1,52,11.1,290,16.1,30.1,,No,No,No
4501,Clear,2.2,-7.8,48,5.6,0,16.1,30.3,,No,No,No
7154,Overcast,1.1,-8.9,48,5.6,0,16.1,30.2,,No,No,No
7613,Overcast,11.7,7.2,74,11.1,160,16.1,29.8,0,No,No,No
7771,Clear,-9.4,-26.7,24,0,0,16.1,30.5,,No,No,No
2072,Clear,17.2,-8.3,17,,0,16.1,30.1,,No,No,No
7531,Overcast,1.1,-11.7,38,13,30,16.1,30.3,,No,No,No
1875,Scattered_Clouds,13.9,8.3,69,0,0,14.5,29.5,,No,No,No
8347,Mostly_Cloudy,-6.7,-22.2,29,16.7,280,16.1,30,,No,No,No
1515,Overcast,20.6,7.8,44,9.3,0,16.1,29.8,,No,No,No
7007,Clear,4.4,-8.9,38,11.1,0,16.1,30,,No,No,No
6229,Overcast,6.7,-1.1,58,18.5,280,16.1,29.9,,No,No,No
4330,Mostly_Cloudy,28.3,18.3,54,0,0,11.3,30.1,,No,No,No
3354,Overcast,11.1,1.7,53,11.1,0,16.1,30.1,,No,No,No
1501,Heavy_Rain,21.1,19.4,90,0,0,1.2,30.1,2.5,No,Y,No
8046,Overcast,4.4,-0.6,70,14.8,190,16.1,30.1,,No,No,No
5553,Overcast,2.2,0,86,20.4,70,6.4,30.3,0.3,No,No,No
7984,Clear,11.7,-3.9,34,11.1,260,16.1,29.9,,No,No,No
6413,Light_Rain,20.6,19.4,93,0,0,9.7,30,2.3,No,Y,No
1567,Clear,6.7,-6.7,38,,0,16.1,29.8,,No,No,No
4615,Mostly_Cloudy,27.8,18.9,58,7.4,0,12.9,30,,No,No,No
1609,Clear,8.3,1.1,61,9.3,0,16.1,30.2,,No,No,No
3217,Clear,-2.8,-16.7,34,11.1,0,16.1,30.1,,No,No,No
2050,Mostly_Cloudy,25.6,17.2,60,7.4,0,14.5,29.9,,No,No,No
6567,Clear,20,-12.8,10,7.4,0,16.1,30.2,,No,No,No
1037,Clear,13.3,-3.9,30,5.6,200,16.1,30.2,,No,No,No
5514,Partly_Cloudy,1.7,-6.1,57,0,0,16.1,30.2,,No,No,No
3850,Mostly_Cloudy,27.8,18.9,58,7.4,0,12.9,30,,No,No,No
6641,Clear,15,6.7,58,,0,16.1,30,,No,No,No
5581,Clear,15,7.2,60,0,0,16.1,29.9,,No,No,No
4187,Overcast,16.1,12.8,81,9.3,0,16.1,29.8,0,No,No,No
2750,Haze,7.8,5,83,5.6,0,8,29.9,,No,No,No
7471,Heavy_Rain,18.9,17.8,93,7.4,0,0.8,29.6,10.4,Y,Y,No
2954,Clear,20.6,7.8,44,5.6,0,16.1,30,,No,No,No
1243,Clear,3.9,-6.1,49,16.7,20,16.1,30,,No,No,No
280,Overcast,8.3,6.7,90,9.3,120,4,29.7,0.5,No,No,No
1267,Mostly_Cloudy,6.7,-6.1,40,,0,16.1,30.2,,No,No,No
5898,Overcast,10,7.8,86,11.1,0,12.9,29.8,,No,No,No
510,Clear,21.7,15.6,68,7.4,0,14.5,30.1,,No,No,No
6315,Clear,-1.7,-15.6,35,0,0,16.1,30.2,,No,No,No
7377,Clear,15,12.2,83,0,0,11.3,30.3,,No,No,No
6546,Overcast,6.1,-1.7,58,16.7,280,16.1,29.8,,No,No,No
2389,Clear,25,12.8,47,5.6,0,16.1,30.2,,No,No,No
1911,Overcast,20,7.8,45,9.3,70,16.1,29.8,,No,No,No
1271,Clear,30.6,19.4,51,9.3,0,14.5,29.8,,No,No,No
4815,Clear,16.7,3.3,41,9.3,240,16.1,30.2,,No,No,No
7049,Mostly_Cloudy,4.4,-5.6,49,16.7,310,16.1,30.1,,No,No,No
2222,Clear,19.4,12.8,66,7.4,0,14.5,29.9,,No,No,No
7949,Scattered_Clouds,21.7,10.6,49,11.1,60,16.1,29.9,,No,No,No
7955,Rain,27.8,22.8,74,18.5,280,2,29.7,0.3,No,Y,No
5963,Light_Rain,5,1.7,79,13,80,14.5,30,1,No,Y,No
2235,Clear,21.1,-2.2,21,,0,16.1,29.9,,No,No,No
640,Overcast,1.7,0,89,22.2,70,4,30.2,0.5,No,No,No
5366,Overcast,22.2,20.6,91,9.3,0,9.7,29.8,,No,No,No
1526,Scattered_Clouds,14.4,-0.6,36,14.8,280,16.1,29.7,,No,No,No
4726,Clear,14.4,-2.2,32,9.3,190,16.1,30,,No,No,No
3858,Light_Snow,0,-2.2,85,9.3,0,2,30.1,0,No,No,Y
3622,Clear,14.4,-1.1,35,9.3,160,16.1,30.3,,No,No,No
7564,Unknown,21,12,56,,0,,,,No,No,No
2018,Light_Snow,-1.1,-3.9,82,16.7,70,3.2,30.1,0.3,No,No,Y
5195,Overcast,21.1,20,93,7.4,300,2.8,30,0,No,No,No
1285,Unknown,20,12,60,,0,,,,No,No,No
4480,Clear,21.1,4.4,33,5.6,0,16.1,30.2,,No,No,No
8490,Snow,-0.6,-1.7,92,16.7,20,0.4,30.1,0.3,Y,No,Y
5940,Light_Rain,8.3,2.2,66,9.3,0,16.1,30,0.5,No,Y,No
5284,Overcast,3.9,-7.2,45,22.2,310,16.1,29.6,,No,No,No
8458,Clear,6.7,-13.9,22,5.6,0,16.1,30.1,,No,No,No
8331,Mostly_Cloudy,20,13.3,65,0,0,14.5,30,,No,No,No
8040,Clear,-0.6,-11.1,46,16.7,310,16.1,30.2,,No,No,No
7871,Clear,23.9,6.7,33,9.3,0,16.1,29.9,,No,No,No
7151,Haze,21.1,16.1,73,0,0,8,30,,No,No,No
3790,Clear,29.4,7.2,25,5.6,0,12.9,30.1,,No,No,No
6621,Overcast,16.1,14.4,90,5.6,0,8,30,,No,No,No
1946,Overcast,16.1,14.4,90,0,0,6.4,30,,No,No,No
6580,Light_Rain,7.2,5,86,11.1,0,6.4,29.7,1.3,No,Y,No
7703,Unknown,18,4,40,,0,,,,No,No,No
2056,Clear,19.4,10,54,7.4,70,16.1,30.2,,No,No,No
6466,Clear,11.1,-0.6,45,18.5,30,16.1,30.3,,No,No,No
4795,Mostly_Cloudy,8.3,-2.8,46,20.4,280,16.1,29.9,,No,No,No
8176,Clear,3.9,-8.3,41,5.6,0,16.1,30,,No,No,No
2347,Clear,4.4,-8.9,38,11.1,0,16.1,30,,No,No,No
1018,Clear,10,-3.9,38,9.3,0,16.1,30.2,,No,No,No
4010,Light_Snow,1.1,-2.2,79,13,70,2.8,30,0.3,No,No,Y
5584,Clear,16.7,3.3,41,,0,16.1,30.2,,No,No,No
1166,Clear,14.4,11.1,81,0,0,14.5,30.3,,No,No,No
854,Clear,26.7,6.7,28,5.6,250,14.5,30.1,,No,No,No
8008,Clear,13.9,-0.6,37,14.8,250,16.1,29.8,,No,No,No
5552,Clear,25,14.4,52,11.1,0,16.1,29.6,,No,No,No
2669,Clear,25,12.2,45,0,0,16.1,30.1,,No,No,No
4143,Overcast,13.3,3.9,53,0,0,16.1,29.9,,No,No,No
7963,Clear,15,3.9,48,7.4,290,16.1,30.2,,No,No,No
8245,Rain,11,9,88,20.4,170,1.2,29.8,2.3,No,Y,No
1602,Clear,13.9,6.1,59,0,0,16.1,30.1,,No,No,No
5838,Clear,14.4,11.1,81,0,0,11.3,29.9,,No,No,No
1242,Overcast,0.6,-3.3,75,14.8,30,16.1,30,,No,No,No
5337,Clear,32.2,18.9,45,,0,11.3,30.1,,No,No,No
8194,Clear,13.3,5.6,60,0,0,16.1,29.8,,No,No,No
2816,Clear,25.6,17.2,60,0,0,11.3,30,,No,No,No
554,Clear,12.8,-1.1,38,,0,16.1,30,,No,No,No
4585,Partly_Cloudy,15,8.9,67,9.3,0,16.1,30.4,,No,No,No
2622,Overcast,2.2,-8.3,46,13,60,16.1,30.2,,No,No,No
3705,Unknown,,,,,0,,,,No,No,No
6524,Overcast,11.1,5.6,69,20.4,60,16.1,29.7,,No,No,No
3346,Clear,-1.7,-9.4,56,7.4,330,16.1,30.2,,No,No,No
7908,Clear,28.3,12.8,38,13,30,16.1,30,,No,No,No
639,Partly_Cloudy,13.3,-5,28,14.8,270,16.1,29.8,,No,No,No
3634,Overcast,7.8,-1.1,54,11.1,0,16.1,29.7,,No,No,No
7370,Light_Rain,21.1,20,93,0,0,6.4,30,1.8,No,Y,No
6558,Clear,8.3,1.7,63,7.4,60,16.1,30.4,,No,No,No
4256,Light_Rain,6.7,5,89,13,70,6.4,29.5,0,No,Y,No
5435,Clear,-3.3,-15,41,20.4,300,16.1,30.2,,No,No,No
4307,Overcast,10,0.6,52,16.7,290,16.1,29.6,,No,No,No
5627,Partly_Cloudy,0.6,-11.7,40,7.4,0,16.1,30,,No,No,No
8083,Clear,1.7,-7.8,50,7.4,240,16.1,30,,No,No,No
6046,Clear,26.1,11.1,39,9.3,0,16.1,30.2,,No,No,No
3641,Mostly_Cloudy,5.6,-3.9,51,7.4,0,16.1,30,,No,No,No
4802,Scattered_Clouds,25,19.4,71,11.1,180,14.5,30,,No,No,No
3379,Clear,-5,-16.7,40,,0,16.1,30,,No,No,No
930,Partly_Cloudy,4.4,-4.4,53,13,90,16.1,30.1,,No,No,No
6622,Overcast,0.6,-3.3,75,14.8,30,16.1,30,,No,No,No
8242,Clear,26.7,12.2,40,11.1,0,16.1,30.1,,No,No,No
1612,Mostly_Cloudy,12.8,-5.6,28,5.6,0,16.1,29.8,,No,No,No
4396,Clear,11.7,2.8,55,22.2,50,16.1,30,,No,No,No
7815,Overcast,3.3,-12.2,32,7.4,0,16.1,30,,No,No,No
5191,Clear,23.3,10.6,45,5.6,0,12.9,30.1,,No,No,No
4262,Partly_Cloudy,8.3,-11.1,24,25.9,310,16.1,29.8,,No,No,No
2043,Clear,18.3,11.7,65,7.4,280,16.1,30.1,,No,No,No
1671,Overcast,8.3,6.7,90,9.3,330,4.8,29.6,,No,No,No
4788,Overcast,24.4,15.6,58,0,0,14.5,30.2,,No,No,No
6340,Overcast,-5,-10.6,65,11.1,60,16.1,30.4,,No,No,No
1617,Overcast,25.6,16.1,56,7.4,0,14.5,30.2,,No,No,No
448,Clear,28.3,6.7,25,11.1,0,12.9,30,,No,No,No
2033,Unknown,17.5,17,97,,0,,,,No,No,No
450,Clear,12.2,-2.2,37,13,180,16.1,30.3,,No,No,No
4331,Clear,-10,-23.9,32,0,0,16.1,30.6,,No,No,No
7033,Rain,18,17,94,0,0,0.8,29.8,7.4,Y,Y,No
1424,Overcast,2.2,-7.8,48,7.4,0,16.1,29.9,,No,No,No
5059,Clear,3.9,-5.6,50,0,0,16.1,30.3,,No,No,No
1969,Clear,0,-17.2,27,16.7,320,16.1,30,,No,No,No
7823,Clear,2.2,-8.3,46,0,0,16.1,30,,No,No,No
4018,Clear,21.1,7.8,42,9.3,0,16.1,30,,No,No,No
6549,Haze,23.9,18.3,71,5.6,0,9.7,30,,No,No,No
7058,Overcast,25,20.6,76,5.6,0,16.1,29.8,,No,No,No
5603,Overcast,8.3,2.2,66,11.1,60,16.1,29.9,,No,No,No
7569,Scattered_Clouds,15.6,3.3,44,7.4,0,16.1,30.1,,No,No,No
1887,Overcast,8.3,6.7,90,11.1,60,4.8,30,,No,No,No
1347,Partly_Cloudy,1.7,-12.8,34,9.3,0,16.1,29.9,,No,No,No
1022,Clear,31.7,18.3,45,7.4,0,11.3,30.1,,No,No,No
8044,Light_Rain,11.1,9.4,89,14.8,80,3.2,29.9,0,No,Y,No
2194,Clear,20.6,7.8,44,5.6,0,16.1,30,,No,No,No
466,Clear,17.8,-1.7,27,14.8,290,16.1,30.1,,No,No,No
8372,Overcast,4.4,-0.6,70,14.8,190,16.1,30.1,,No,No,No
5202,Light_Rain,13.9,11.7,87,11.1,170,3.2,29.9,3,No,Y,No
59,Light_Rain,5,2.8,86,29.6,70,6.4,30.1,0.3,No,Y,No
197,Clear,20,13.3,65,7.4,150,12.9,30.3,,No,No,No
7422,Clear,16.1,-8.9,17,11.1,0,16.1,30.4,,No,No,No
7750,Overcast,8.9,3.9,71,14.8,140,16.1,30.2,,No,No,No
2147,Light_Rain,10,6.7,80,0,0,6.4,29.6,1.8,No,Y,No
1451,Light_Rain,15.6,13.9,90,5.6,0,8,29.9,0.3,No,Y,No
5494,Overcast,3.9,-8.3,41,16.7,300,16.1,30.1,,No,No,No
6813,Mostly_Cloudy,17.2,8.3,56,7.4,160,14.5,30.1,,No,No,No
7629,Partly_Cloudy,4.4,-4.4,53,13,90,16.1,30.1,,No,No,No
5816,Overcast,4.4,-0.6,70,14.8,190,16.1,30.1,,No,No,No
61,Clear,10,2.8,61,13,180,16.1,30.2,,No,No,No
13,Clear,17.8,9.4,58,7.4,0,16.1,29.8,,No,No,No
1178,Clear,1.7,-9.4,44,11.1,0,16.1,30.2,,No,No,No
3000,Overcast,5,-2.2,60,13,300,16.1,29.8,,No,No,No
2798,Clear,6.7,1.1,68,20.4,60,16.1,30.1,,No,No,No
8388,Overcast,1.7,0,89,31.5,60,8,30.2,0.3,No,No,No
7318,Clear,13.3,5,57,0,0,16.1,30.1,,No,No,No
1091,Clear,3.9,-6.1,49,11.1,250,16.1,30,,No,No,No
7970,Overcast,17.8,13.9,78,0,0,12.9,30.1,,No,No,No
5296,Mostly_Cloudy,7,2,71,13,290,16.1,29.7,,No,No,No
4747,Overcast,5.6,-2.2,58,9.3,270,16.1,29.8,,No,No,No
6678,Clear,18.9,10,56,5.6,0,16.1,29.8,,No,No,No
4227,Clear,3.9,-9.4,38,20.4,250,16.1,30,,No,No,No
2180,Clear,13.9,-4.4,28,0,0,16.1,30.2,,No,No,No
4190,Clear,21.1,13.9,63,7.4,0,16.1,30.1,,No,No,No
3272,Overcast,12.2,6.1,66,0,0,16.1,29.6,,No,No,No
7777,Light_Snow,-1.1,-3.3,85,0,0,1.6,29.7,0.5,No,No,Y
6025,Unknown,12.7,1.5,47,,0,,,,No,No,No
682,Overcast,1.1,-8.3,50,11.1,260,16.1,30.1,,No,No,No
3545,Haze,13.3,10,80,7.4,60,6.4,29.7,,No,No,No
6739,Overcast,2.2,-5.6,57,18.5,40,16.1,30,,No,No,No
1202,Overcast,5,-2.2,60,7.4,300,16.1,29.8,,No,No,No
3185,Unknown,21,10,49,,0,,,,No,No,No
6743,Clear,28.3,21.1,65,7.4,0,14.5,29.8,,No,No,No
8171,Overcast,22.8,13.9,57,11.1,0,16.1,30,,No,No,No
7473,Clear,7.8,-3.3,46,11.1,0,16.1,30.4,,No,No,No
1898,Clear,8.3,-1.1,52,14.8,280,16.1,29.9,,No,No,No
7940,Mostly_Cloudy,3.3,-2.2,68,18.5,200,16.1,30.2,,No,No,No
4442,Overcast,22.2,20.6,91,5.6,0,8,29.8,,No,No,No
7191,Clear,4.4,-2.2,63,5.6,290,16.1,30.1,,No,No,No
1861,Overcast,11.1,6.1,71,7.4,0,16.1,29.8,,No,No,No
1584,Overcast,-2.2,-15,38,14.8,30,16.1,30.2,,No,No,No
6119,Overcast,18.9,16.7,87,5.6,0,6.4,30.1,,No,No,No
6447,Clear,12.2,6.7,69,11.1,0,16.1,30.4,,No,No,No
3598,Scattered_Clouds,-1.1,-10,51,11.1,350,16.1,30.1,,No,No,No
2262,Mostly_Cloudy,8.3,-2.2,48,20.4,280,16.1,29.9,,No,No,No
1071,Clear,7.2,-4.4,44,11.1,0,16.1,29.9,,No,No,No
5511,Clear,24,10,41,14.8,260,16.1,30,,No,No,No
2701,Clear,11.1,1.1,50,13,240,16.1,29.8,,No,No,No
7982,Clear,12.2,6.1,66,7.4,240,16.1,29.9,,No,No,No
6971,Clear,20,13.3,65,7.4,150,12.9,30.3,,No,No,No
5251,Overcast,11.1,9.4,89,9.3,120,12.9,29.9,,No,No,No
3077,Overcast,1.1,-0.6,89,13,60,3.2,30.2,0,No,No,No
64,Clear,3.3,-5.6,53,16.7,290,16.1,29.9,,No,No,No
8485,Overcast,1.7,-8.3,48,13,10,16.1,29.8,,No,No,No
4922,Partly_Cloudy,12.8,7.2,69,13,70,16.1,30.4,,No,No,No
1236,Clear,-0.6,-12.8,40,13,310,16.1,30.1,,No,No,No
5476,Overcast,9.4,7.2,86,7.4,70,16.1,29.8,0,No,No,No
6713,Unknown,16,12,77,,0,,,,No,No,No
7104,Light_Rain,5.6,3.9,89,14.8,80,3.2,29.9,0.3,No,Y,No
1777,Clear,20,-12.8,10,7.4,0,16.1,30.2,,No,No,No
3774,Clear,13.3,-8.3,22,13,60,16.1,30.5,,No,No,No
3318,Clear,-6.1,-15.6,48,22.2,10,16.1,30.3,,No,No,No
523,Clear,26.7,20.6,69,0,0,14.5,29.7,,No,No,No
2499,Light_Rain,14.4,12.8,90,13,190,8,29.5,1,No,Y,No
3026,Overcast,5.6,3.9,89,14.8,60,8,29.9,0.3,No,No,No
214,Clear,11.1,0,47,5.6,0,16.1,29.8,,No,No,No
1342,Mostly_Cloudy,24.4,16.1,60,9.3,60,12.9,30,,No,No,No
5504,Light_Rain,8.9,7.2,89,22.2,70,12.9,29.7,2.5,No,Y,No
8455,Mostly_Cloudy,27.8,22.2,71,0,0,11.3,29.8,,No,No,No
2339,Scattered_Clouds,3.9,-6.1,49,0,0,16.1,29.7,,No,No,No
7016,Clear,14.4,1.7,42,7.4,40,16.1,30,,No,No,No
55,Clear,6.7,0,63,5.6,0,16.1,30.1,,No,No,No
4935,Overcast,9.4,6.7,83,13,80,12.9,29.8,,No,No,No
1718,Overcast,3.9,-5.6,50,5.6,0,16.1,29.7,,No,No,No
841,Clear,3.9,-10,36,5.6,0,16.1,30,,No,No,No
1471,Clear,19.4,11.7,61,5.6,0,16.1,30.1,,No,No,No
8221,Clear,3.3,-11.1,35,0,0,16.1,30.4,,No,No,No
7709,Overcast,21.1,19.4,90,5.6,0,4.8,29.7,,No,No,No
186,Clear,-3.9,-15.6,41,7.4,0,16.1,30.3,,No,No,No
1792,Clear,28.3,20,60,0,0,14.5,29.8,,No,No,No
5096,Light_Rain,18.9,17.8,93,5.6,0,4.8,29.7,1.5,No,Y,No
6249,Overcast,8.9,3.3,68,11.1,60,16.1,30.1,,No,No,No
6246,Clear,22.8,13.3,55,13,240,16.1,30.1,,No,No,No
3147,Partly_Cloudy,25,13.3,48,18.5,10,16.1,30,,No,No,No
8351,Overcast,11.1,9.4,89,9.3,120,12.9,29.9,,No,No,No
7004,Unknown,21,12,56,,0,,,,No,No,No
6180,Overcast,9.4,7.2,86,5.6,0,4.8,30,,No,No,No
3268,Overcast,14.4,11.1,81,0,0,16.1,29.8,,No,No,No
7109,Unknown,12.2,2.6,52,,0,,,,No,No,No
432,Overcast,16.1,14.4,90,0,0,6.4,30,,No,No,No
7138,Haze,22.2,17.8,76,0,0,8,30.1,,No,No,No
847,Clear,-2.2,-10.6,53,13,300,16.1,30.1,,No,No,No
5160,Clear,25,17.2,62,11.1,160,14.5,30.1,,No,No,No
540,Overcast,3.3,-8.9,41,22.2,320,16.1,29.6,,No,No,No
6855,Light_Rain,15,13.3,90,5.6,0,4.8,29.9,0.8,No,Y,No
2659,Clear,31.7,18.3,45,7.4,0,11.3,30.1,,No,No,No
5135,Rain,6.1,3.9,86,11.1,0,2.8,29.8,0.8,No,Y,No
1837,Clear,5,-10.6,32,14.8,280,16.1,30,,No,No,No
3004,Clear,12.2,6.1,66,13,70,16.1,30.3,,No,No,No
3126,Clear,22.8,13.3,55,7.4,220,16.1,30.1,,No,No,No
4250,Partly_Cloudy,28.3,17.8,53,5.6,0,12.9,29.9,,No,No,No
2144,Clear,19.4,8.3,49,5.6,290,16.1,30,,No,No,No
5021,Partly_Cloudy,3.3,-15,25,24.1,290,16.1,29.8,,No,No,No
4914,Overcast,2.8,-5.6,54,14.8,290,16.1,30.1,,No,No,No
4374,Overcast,11.1,6.1,71,5.6,20,16.1,29.8,,No,No,No
7019,Clear,15,6.7,58,0,0,16.1,29.9,,No,No,No
642,Mostly_Cloudy,20,11.1,56,11.1,0,16.1,30.3,,No,No,No
107,Mostly_Cloudy,11.1,4.4,63,7.4,0,16.1,30.1,,No,No,No
6761,Unknown,13,-2,36,,0,,,,No,No,No
712,Clear,18.3,-3.3,23,16.7,250,16.1,30.1,,No,No,No
6429,Overcast,7,-4,46,16.7,60,16.1,30.3,,No,No,No
33,Overcast,17.8,16.1,90,0,0,4.8,30.1,0.3,No,No,No
7667,Overcast,1.1,-9.4,46,11.1,180,16.1,30.2,,No,No,No
2642,Mostly_Cloudy,21.1,7.2,41,7.4,0,16.1,29.9,,No,No,No
5039,Rain,21.1,20.6,97,0,0,4.8,30,1.8,No,Y,No
6892,Haze,14.4,10.6,78,0,0,9.7,29.9,,No,No,No
4380,Haze,19.4,12.8,66,5.6,0,9.7,29.9,,No,No,No
8373,Overcast,10,2.2,59,5.6,200,16.1,30.1,,No,No,No
586,Overcast,5,-0.6,67,14.8,170,16.1,30.1,,No,No,No
3908,Clear,25.6,10.6,39,5.6,280,11.3,30.1,,No,No,No
2504,Clear,-1.1,-16.1,32,11.1,0,16.1,30.6,,No,No,No
1261,Clear,17.2,-8.3,17,,0,16.1,30.1,,No,No,No
1590,Unknown,16,-4,25,,0,,,,No,No,No
2454,Clear,16.7,5.6,48,11.1,170,16.1,29.8,,No,No,No
475,Light_Rain,10,7,82,14.8,60,12.9,29.7,0,No,Y,No
7898,Clear,-16.7,-28.3,37,11.1,300,16.1,30.5,,No,No,No
6428,Haze,23.9,14.4,55,13,70,9.7,30.1,,No,No,No
4743,Mostly_Cloudy,20,13.3,65,0,0,14.5,30,,No,No,No
5382,Haze,7.8,5,83,13,80,9.7,29.9,,No,No,No
8119,Clear,19.4,17.8,90,5.6,240,12.9,29.6,,No,No,No
8151,Clear,0,-16.7,28,13,310,16.1,30,,No,No,No
3228,Light_Rain,18.9,17.8,93,5.6,0,4.8,29.7,1.5,No,Y,No
161,Clear,18.3,9.4,56,9.3,0,16.1,30.3,,No,No,No
5980,Clear,12.2,-3.9,33,11.1,70,16.1,30.4,,No,No,No
2995,Light_Snow,-0.6,-3.3,82,5.6,10,2,30.2,0.3,No,No,Y
4107,Clear,26.1,12.8,44,7.4,230,16.1,29.6,,No,No,No
3843,Clear,-4.4,-16.7,38,25.9,300,16.1,30,,No,No,No
1705,Overcast,7.2,5,86,9.3,0,16.1,29.8,,No,No,No
4398,Clear,12.8,5,59,5.6,260,16.1,30.2,,No,No,No
5610,Clear,26.7,16.1,52,5.6,0,16.1,29.8,,No,No,No
3976,Clear,3.9,-8.3,41,11.1,240,16.1,30,,No,No,No
3610,Clear,16.7,-3.3,25,7.4,60,16.1,30,,No,No,No
2721,Clear,10.6,2.2,56,13,150,16.1,30.2,,No,No,No
4463,Mostly_Cloudy,18.9,10,56,0,0,16.1,29.8,,No,No,No
4649,Overcast,19.4,15.6,79,0,0,12.9,30.1,,No,No,No
3556,Clear,19.4,12.8,66,7.4,240,16.1,30.1,,No,No,No
1634,Partly_Cloudy,0.6,-11.7,40,7.4,0,16.1,30,,No,No,No
3520,Light_Rain,13.9,12.8,93,,0,4.8,29.4,1.5,No,Y,No
4420,Clear,3.9,-5.6,50,13,290,16.1,29.9,,No,No,No
4871,Partly_Cloudy,0,-10.6,45,9.3,300,16.1,30.1,,No,No,No
199,Clear,-1.1,-13.9,38,16.7,310,16.1,30.4,,No,No,No
869,Overcast,11.1,9.4,89,16.7,170,4.8,29.6,0.3,No,No,No
4115,Clear,13.9,-3.9,29,9.3,0,16.1,30.2,,No,No,No
7283,Partly_Cloudy,-6.7,-21.1,32,25.9,290,16.1,30,,No,No,No
7716,Haze,19.4,16.7,84,0,0,8,30,0,No,No,No
3271,Clear,20,4.4,36,7.4,0,16.1,30.2,,No,No,No
2097,Clear,0.6,-16.1,28,9.3,0,16.1,30.5,,No,No,No
