id,wea_conditions,wea_temp,wea_dptemp,wea_humidity,wea_windspeed,wea_winddir,wea_visibility,wea_pressure,wea_precipitation,wea_fog,wea_rain,wea_snow
2268,Overcast,11.1,-0.6,45,7.4,0,16.1,30.1,,No,No,No
1043,Overcast,13.3,11.7,90,24.1,170,11.3,29.8,0,No,No,No
6924,Clear,3.9,-8.3,41,13,250,16.1,30,,No,No,No
2309,Clear,22,19,83,0,0,16.1,29.9,,No,No,No
3837,Clear,10.6,-3.9,36,13,70,16.1,30.4,,No,No,No
6571,Light_Rain,5.6,3.9,89,18.5,90,4.8,29.8,0.5,No,Y,No
3447,Clear,20,11.7,59,0,0,14.5,30.1,,No,No,No
3500,Clear,18.9,17.2,90,5.6,0,12.9,29.7,,No,No,No
108,Partly_Cloudy,3.3,-12.2,32,9.3,260,16.1,30.2,,No,No,No
6684,Mostly_Cloudy,20,16.1,78,9.3,70,16.1,30.2,,No,No,No
6434,Clear,17.2,11.1,67,0,0,16.1,29.9,,No,No,No
823,Light_Snow,-3.9,-8.3,72,11.1,90,2,30.4,0,No,No,Y
5563,Overcast,18.3,15,81,7.4,0,12.9,30.1,,No,No,No
2427,Light_Freezing_Rain,0,-1.7,88,11.1,80,4.8,30.2,0.3,No,Y,No
1547,Clear,20,11.7,59,0,0,14.5,30.1,,No,No,No
3560,Light_Rain,11.7,8.9,83,,0,4.8,29.6,0.3,No,Y,No
5862,Overcast,17.2,15,87,0,0,9.7,30,,No,No,No
6911,Overcast,23.3,20,82,9.3,0,14.5,29.8,,No,No,No
4063,Overcast,5.6,3.3,85,31.5,70,8,30,0.3,No,No,No
3258,Overcast,6.7,5,89,7.4,0,6.4,29.8,0.3,No,No,No
1524,Overcast,7.8,1.1,63,13,60,16.1,30,0,No,No,No
2736,Clear,4.4,-8.9,38,7.4,30,16.1,30.1,,No,No,No
661,Clear,1.1,-16.1,27,5.6,0,16.1,30.2,,No,No,No
7979,Clear,16.1,-3.3,26,7.4,60,16.1,30,,No,No,No
7219,Rain,6.1,4.4,89,14.8,80,3.2,29.5,0.5,No,Y,No
8480,Clear,13.9,6.1,59,0,0,16.1,30.1,,No,No,No
5389,Overcast,5.6,3.3,85,13,250,12.9,30,,No,No,No
1066,Clear,3.3,-6.7,48,11.1,0,16.1,30.3,,No,No,No
500,Clear,-0.6,-12.8,40,13,310,16.1,30.1,,No,No,No
3768,Clear,10.6,-10,23,,0,16.1,30,,No,No,No
435,Clear,11.7,2.8,55,7.4,0,16.1,30.2,,No,No,No
1659,Overcast,8.9,3.9,71,11.1,0,16.1,30.2,,No,No,No
8236,Clear,25,11.7,43,11.1,60,16.1,30.2,,No,No,No
8123,Clear,-12.8,-26.7,31,25.9,310,16.1,30.3,,No,No,No
3925,Rain,11.1,9.4,89,5.6,0,2.8,29.4,1.3,No,Y,No
3419,Clear,16.1,0,34,7.4,0,16.1,30.1,,No,No,No
2564,Clear,3.9,-10,36,5.6,0,16.1,30,,No,No,No
3912,Clear,8.9,-3.3,42,16.7,290,16.1,29.9,,No,No,No
1849,Overcast,17.2,15,87,0,0,9.7,30,,No,No,No
698,Clear,5,-8.3,38,13,280,16.1,30.2,,No,No,No
4135,Overcast,11.7,7.8,77,9.3,0,16.1,30.1,,No,No,No
7387,Haze,11.7,8.9,83,7.4,0,9.7,29.9,0.3,No,No,No
5424,Partly_Cloudy,5.6,-1.1,62,11.1,0,16.1,29.7,,No,No,No
2840,Partly_Cloudy,3.9,-3.9,57,13,280,16.1,30,,No,No,No
4894,Clear,16.7,6.7,52,11.1,0,16.1,30,,No,No,No
4516,Clear,17.2,-2.8,26,,0,16.1,30,,No,No,No
5951,Light_Rain,5,3.3,89,14.8,70,6.4,29.9,3.3,No,Y,No
4805,Mostly_Cloudy,0,-2.8,82,9.3,360,16.1,29.8,,No,No,No
3267,Clear,13.9,-2.8,32,9.3,300,16.1,30.2,,No,No,No
5690,Overcast,2.2,-7.8,48,7.4,0,16.1,29.9,,No,No,No
1177,Mostly_Cloudy,20,10.6,55,14.8,80,16.1,30.3,,No,No,No
4982,Overcast,10,6.1,77,9.3,0,16.1,29.8,,No,No,No
3902,Clear,20.6,-2.2,22,11.1,0,16.1,29.9,,No,No,No
4685,Clear,-2.2,-13.3,43,16.7,40,16.1,30.3,,No,No,No
7216,Overcast,3.3,-5.6,53,7.4,0,12.9,29.5,,No,No,No
3437,Clear,11.7,-3.9,34,14.8,250,16.1,30,,No,No,No
4127,Overcast,3.9,-6.1,49,7.4,0,16.1,29.6,,No,No,No
6646,Overcast,-1.1,-3.9,82,0,0,14.5,29.7,,No,No,No
4680,Overcast,10,0.6,52,0,0,16.1,30.1,,No,No,No
5480,Clear,27.8,15.6,47,0,0,12.9,30.1,,No,No,No
2951,Overcast,2.2,0,86,29.6,70,6.4,30.2,0,No,No,No
1552,Clear,-0.6,-16.7,29,14.8,20,16.1,30.5,,No,No,No
5663,Clear,18.3,-1.1,27,9.3,280,16.1,30.1,,No,No,No
7305,Clear,2.2,-4.4,62,11.1,0,16.1,30.2,,No,No,No
1545,Clear,30.6,5,20,5.6,0,11.3,30,,No,No,No
3611,Clear,1.7,-8.9,46,0,0,16.1,30.1,,No,No,No
2489,Overcast,-1.7,-10.6,51,11.1,0,16.1,30,,No,No,No
2882,Clear,26.1,19.4,66,9.3,260,16.1,29.9,,No,No,No
243,Clear,27.2,-3.3,13,9.3,0,16.1,30.1,,No,No,No
3931,Partly_Cloudy,22.2,15.6,66,14.8,100,14.5,30.1,,No,No,No
8202,Clear,1.7,-12.8,34,,0,16.1,29.9,,No,No,No
7855,Overcast,26.1,17.8,60,20.4,60,16.1,30,,No,No,No
3614,Overcast,13.3,5.6,60,9.3,0,16.1,29.8,,No,No,No
821,Clear,1.7,-7.8,50,7.4,10,16.1,30.1,,No,No,No
6461,Overcast,3.9,-4.4,55,9.3,0,16.1,29.8,,No,No,No
6866,Clear,-2.8,-11.7,51,5.6,0,16.1,30.4,,No,No,No
5376,Clear,5.6,-3.3,53,9.3,0,16.1,30.1,,No,No,No
5121,Clear,6.1,-8.9,34,7.4,280,16.1,30.3,,No,No,No
2410,Clear,27.8,12.8,39,18.5,10,16.1,30,,No,No,No
7045,Clear,25,7.2,32,0,0,16.1,29.9,,No,No,No
4994,Overcast,7.2,3.9,80,13,290,16.1,29.5,,No,No,No
716,Clear,3.3,-8.9,41,7.4,0,16.1,30,,No,No,No
5886,Clear,12.2,1.7,49,,0,16.1,29.8,,No,No,No
5118,Scattered_Clouds,1.1,-11.1,40,25.9,290,16.1,29.7,,No,No,No
8479,Clear,12.8,-0.6,40,9.3,0,16.1,30,,No,No,No
8163,Light_Rain,21.7,20.6,93,0,0,2.8,29.8,3,No,Y,No
5648,Overcast,6.1,2.8,80,11.1,0,14.5,30,,No,No,No
4710,Clear,16.7,6.7,52,11.1,0,16.1,30,,No,No,No
4270,Overcast,17.2,15,87,0,0,12.9,30,,No,No,No
4052,Overcast,12.2,6.1,66,13,80,16.1,29.7,,No,No,No
6222,Overcast,4.4,2.8,89,22.2,70,3.2,30,0.3,No,No,No
6373,Light_Rain,21.7,20.6,93,0,0,2.8,29.8,10.4,No,Y,No
4489,Clear,-3.3,-15.6,39,16.7,50,16.1,30.3,,No,No,No
2252,Clear,6.7,-6.7,38,,0,16.1,29.8,,No,No,No
6166,Overcast,18.3,10,58,9.3,0,16.1,30.3,,No,No,No
3838,Mostly_Cloudy,24.4,16.7,62,13,60,14.5,30.1,,No,No,No
2661,Clear,14.4,0.6,39,7.4,0,16.1,30.2,,No,No,No
2210,Overcast,3.3,-12.2,32,7.4,0,16.1,30,,No,No,No
332,Overcast,13.3,5.6,60,14.8,40,16.1,29.6,,No,No,No
309,Clear,27.2,13.9,44,9.3,0,16.1,30.1,,No,No,No
7928,Clear,-8.9,-17.2,52,20.4,290,16.1,30,,No,No,No
5469,Clear,27.8,18.3,56,7.4,0,12.9,30,,No,No,No
5524,Clear,24.4,10.6,42,0,0,16.1,30.1,,No,No,No
2831,Clear,-1.1,-8.9,56,11.1,0,16.1,30.1,,No,No,No
5914,Overcast,27.2,17.8,56,0,0,12.9,30.1,,No,No,No
6514,Clear,-7.2,-20,36,11.1,0,16.1,30.6,,No,No,No
1967,Overcast,11.1,0.6,49,5.6,0,16.1,30,,No,No,No
1630,Clear,15.6,-1.7,31,13,30,16.1,30.1,,No,No,No
4794,Clear,12.2,1.7,49,16.7,240,16.1,29.8,,No,No,No
8348,Mostly_Cloudy,6.7,-6.1,40,,0,16.1,30.2,,No,No,No
8135,Overcast,2.2,-11.7,36,13,60,16.1,30.3,,No,No,No
5613,Overcast,12.8,3.3,53,0,0,16.1,30,,No,No,No
2009,Overcast,10,6.1,77,16.7,70,16.1,29.8,,No,No,No
8103,Clear,2.2,-5.6,57,11.1,0,16.1,30.3,,No,No,No
6636,Light_Rain,6.1,3.9,86,7.4,0,8,29.5,0.3,No,Y,No
5026,Clear,30,8.3,26,11.1,0,12.9,30,,No,No,No
2913,Clear,6.7,-13.9,22,5.6,0,16.1,30.1,,No,No,No
788,Overcast,7.2,1.1,65,11.1,90,16.1,30.2,,No,No,No
6129,Overcast,8.9,7.2,89,7.4,0,6.4,30,,No,No,No
6100,Overcast,17.8,10.6,63,13,60,16.1,30.3,,No,No,No
5910,Unknown,11,2,54,,0,,,,No,No,No
5744,Clear,26,8,32,5.6,300,16.1,30,,No,No,No
663,Light_Snow,-3.9,-8.3,72,11.1,90,2,30.4,0,No,No,Y
1490,Overcast,8.3,-1.1,52,11.1,300,16.1,29.7,,No,No,No
6822,Clear,2.2,-8.9,44,,0,16.1,30.1,,No,No,No
7952,Overcast,10,7.8,86,9.3,80,4,29.8,0.3,No,No,No
760,Partly_Cloudy,12.8,7.2,69,13,70,16.1,30.4,,No,No,No
6097,Clear,20,4.4,36,22.2,20,16.1,29.8,,No,No,No
8262,Overcast,-3.3,-12.2,51,24.1,20,16.1,30.2,,No,No,No
2772,Light_Rain,13.9,11.7,87,11.1,170,3.2,29.9,3,No,Y,No
6486,Clear,25.6,15.6,54,5.6,170,12.9,29.9,,No,No,No
412,Clear,-1.1,-16.7,30,9.3,0,16.1,30.5,,No,No,No
1937,Clear,7.2,-4.4,44,11.1,0,16.1,29.9,,No,No,No
7948,Overcast,3.9,-6.1,49,7.4,0,16.1,29.6,,No,No,No
5190,Mostly_Cloudy,3.9,-1.1,70,18.5,240,16.1,29.4,,No,No,No
34,Clear,-2.2,-15.6,36,7.4,0,16.1,30.3,,No,No,No
2075,Haze,28.3,18.3,54,7.4,0,9.7,29.9,,No,No,No
4651,Snow,-0.6,-1.7,92,13,40,0.4,30.1,1,Y,No,Y
6304,Overcast,13.9,11.7,87,9.3,90,14.5,30.1,,No,No,No
3574,Clear,17.8,8.3,54,0,0,16.1,29.9,,No,No,No
1637,Clear,13.3,-4.4,29,7.4,0,16.1,30.2,,No,No,No
5961,Clear,8.9,1.1,58,13,50,16.1,30,,No,No,No
3792,Unknown,6,-3,53,,0,,,,No,No,No
4762,Clear,28.3,18.9,56,7.4,0,16.1,29.8,,No,No,No
4784,Clear,10,6.1,77,0,0,16.1,29.9,,No,No,No
8460,Overcast,13.3,12.2,93,9.3,0,6.4,29.5,1.8,No,No,No
4070,Clear,15,-1.7,32,7.4,0,16.1,30.1,,No,No,No
3440,Overcast,-1.1,-3.9,82,5.6,0,11.3,29.7,0,No,No,No
1384,Clear,6.7,-3.9,47,24.1,180,16.1,30.1,,No,No,No
4755,Rain,12.2,9.4,83,14.8,60,2.8,29.7,0.3,No,Y,No
6632,Clear,1.1,-10.6,42,18.5,310,16.1,30.3,,No,No,No
6448,Overcast,16.1,14.4,90,0,0,8,29.9,0.5,No,No,No
2132,Clear,17.8,-0.6,29,5.6,0,16.1,30.1,,No,No,No
2115,Scattered_Clouds,8.3,0.6,59,18.5,50,16.1,30.4,,No,No,No
188,Clear,17.2,-7.2,18,11.1,70,16.1,30.4,,No,No,No
4004,Clear,25,15.6,56,,0,14.5,30.1,,No,No,No
1852,Light_Rain,19.4,18.3,93,9.3,0,4.8,29.9,6.1,No,Y,No
97,Rain,6.1,4.4,89,14.8,80,3.2,29.5,0.5,No,Y,No
2209,Clear,3.3,-6.1,51,16.7,240,16.1,29.9,,No,No,No
1624,Clear,14.4,-8.3,20,,0,16.1,30.1,,No,No,No
704,Clear,-14.4,-26.1,38,13,300,16.1,30.3,,No,No,No
1436,Overcast,9.4,6.7,83,13,80,12.9,29.8,,No,No,No
4140,Clear,16.1,5,48,5.6,0,16.1,30.1,,No,No,No
5217,Clear,25.6,13.3,46,,0,16.1,30.1,,No,No,No
2650,Overcast,8.9,2.8,66,9.3,180,16.1,29.7,,No,No,No
7217,Overcast,13.9,5.6,57,0,0,16.1,30.1,,No,No,No
5055,Scattered_Clouds,22.2,18.9,81,,0,16.1,30,,No,No,No
3884,Mostly_Cloudy,18.3,9.4,56,13,20,16.1,29.8,,No,No,No
1363,Clear,15,-0.6,35,13,360,16.1,30.1,,No,No,No
4283,Clear,13.3,-1.1,37,0,0,16.1,30.5,,No,No,No
4637,Clear,5,-2.2,60,7.4,0,16.1,29.9,,No,No,No
3019,Clear,15,-3.3,28,0,0,16.1,30.4,,No,No,No
3085,Overcast,8.3,1.1,61,,0,16.1,30.4,,No,No,No
1892,Overcast,22.2,15.6,66,20.4,20,16.1,30,,No,No,No
2559,Clear,13.9,-3.9,29,9.3,0,16.1,30.2,,No,No,No
2076,Clear,21.1,15,68,5.6,0,16.1,30.1,,No,No,No
2972,Mostly_Cloudy,21.1,19.4,90,,0,6.4,29.7,,No,No,No
4060,Partly_Cloudy,23.3,19.4,79,9.3,0,16.1,29.9,,No,No,No
5362,Clear,-0.6,-5,72,7.4,0,16.1,29.7,,No,No,No
6208,Clear,12.2,-4.4,31,0,0,16.1,30.4,,No,No,No
3436,Mostly_Cloudy,5.6,-6.1,43,16.7,310,16.1,29.8,,No,No,No
2288,Clear,5.6,-1.7,60,0,0,16.1,30.3,,No,No,No
6415,Clear,11.1,0,47,13,250,16.1,29.9,,No,No,No
5778,Clear,11.1,0,47,5.6,0,16.1,29.8,,No,No,No
882,Overcast,2.2,0,86,29.6,70,6.4,30.2,0,No,No,No
3205,Clear,18.9,-2.2,24,0,0,16.1,30,,No,No,No
2953,Overcast,18.3,17.2,93,9.3,0,8,29.8,1,No,No,No
7749,Overcast,12.2,8.9,80,14.8,70,16.1,29.8,,No,No,No
7713,Unknown,20,12,60,,0,,,,No,No,No
7800,Clear,15.6,-1.1,32,14.8,30,16.1,30.1,,No,No,No
3836,Haze,6.1,2.2,76,25.9,60,9.7,30.1,0,No,No,No
3499,Overcast,13.9,-6.1,25,16.7,90,16.1,30.1,,No,No,No
2834,Rain,20.6,19.4,93,5.6,0,2.4,29.9,1.8,No,Y,No
8229,Overcast,6.1,3.9,86,29.6,70,9.7,29.9,0.3,No,No,No
6948,Mostly_Cloudy,11.1,1.7,53,0,0,16.1,30.4,,No,No,No
6472,Overcast,24.4,21.1,82,11.1,250,12.9,29.8,,No,No,No
3568,Light_Freezing_Rain,-0.6,-2.2,89,13,70,4.8,30.2,0.3,No,Y,No
5330,Clear,15.6,0.6,36,,0,16.1,30.2,,No,No,No
4129,Mostly_Cloudy,26.1,16.1,54,7.4,0,14.5,30.1,,No,No,No
3095,Clear,7.2,-13.3,22,0,0,16.1,30,,No,No,No
991,Clear,5.6,-2.2,58,11.1,0,16.1,29.9,,No,No,No
8211,Rain,21.1,19.4,90,5.6,150,2,30,3.6,No,Y,No
3647,Clear,-6.1,-16.7,44,31.5,280,16.1,29.9,,No,No,No
8131,Clear,15.6,0.6,36,,0,16.1,30.2,,No,No,No
259,Mostly_Cloudy,4.4,-4.4,53,18.5,310,16.1,29.5,,No,No,No
2006,Overcast,18.3,16.7,90,0,0,4.8,30.1,,No,No,No
3722,Clear,2.2,-10,41,13,310,16.1,30.1,,No,No,No
4577,Clear,27.2,14.4,45,9.3,0,14.5,30,,No,No,No
2151,Overcast,13.3,1.1,44,20.4,280,16.1,29.6,,No,No,No
1058,Overcast,3.9,-4.4,55,16.7,320,16.1,30,,No,No,No
5227,Clear,16.1,-7.2,20,0,0,16.1,30.1,,No,No,No
7332,Overcast,1.7,-6.7,54,5.6,300,12.9,30.3,,No,No,No
1356,Clear,22.2,8.3,41,7.4,0,16.1,29.8,,No,No,No
3660,Clear,7.8,-2.8,47,13,60,16.1,30.4,,No,No,No
699,Clear,28.3,18.9,56,7.4,0,16.1,29.8,,No,No,No
2877,Overcast,3.3,-1.7,70,,0,16.1,29.5,,No,No,No
2066,Overcast,5,-0.6,67,13,170,16.1,30,,No,No,No
4921,Overcast,17.8,10.6,63,13,60,16.1,30.3,,No,No,No
7264,Overcast,8.9,7.2,89,0,0,4.8,30,,No,No,No
5748,Overcast,10.6,2.8,59,5.6,0,16.1,29.9,,No,No,No
5500,Clear,19.4,11.7,61,5.6,0,16.1,30.1,,No,No,No
4525,Rain,6.7,5,89,7.4,40,2.4,29.8,2.8,No,Y,No
7086,Mostly_Cloudy,8.3,6.1,86,5.6,70,8,29.8,,No,No,No
4905,Overcast,12.2,6.1,66,0,0,16.1,29.6,,No,No,No
6989,Clear,2.2,-17.2,23,0,0,16.1,30.5,,No,No,No
3783,Partly_Cloudy,6.7,-2.8,51,9.3,310,16.1,30.1,,No,No,No
6353,Overcast,9,1,58,9.3,0,16.1,29.3,,No,No,No
3433,Clear,19.4,8.3,49,9.3,40,16.1,30.2,,No,No,No
2048,Light_Rain,15.6,13.9,90,5.6,0,8,29.9,0.3,No,Y,No
7899,Overcast,4.4,-0.6,70,14.8,190,16.1,30.1,,No,No,No
4607,Overcast,19.4,12.8,66,0,0,14.5,29.7,,No,No,No
4986,Overcast,13.9,4.4,53,0,0,16.1,30.1,,No,No,No
992,Light_Rain,20.6,19.4,93,0,0,3.2,29.9,0.5,No,Y,No
8089,Overcast,7.2,5,86,9.3,0,16.1,29.8,,No,No,No
3673,Clear,4.4,-6.1,47,11.1,0,16.1,29.9,,No,No,No
6389,Overcast,9.4,7.2,86,14.8,60,16.1,29.7,0.8,No,No,No
5723,Scattered_Clouds,26.1,17.2,58,0,0,14.5,30.1,,No,No,No
5053,Overcast,3.9,-9.4,38,18.5,60,16.1,30,,No,No,No
2699,Haze,11.1,8.3,83,11.1,0,9.7,29.9,,No,No,No
3958,Unknown,13,-2,36,,0,,,,No,No,No
7057,Clear,3.9,-7.2,45,14.8,300,16.1,30,,No,No,No
4721,Mostly_Cloudy,20,10.6,55,14.8,80,16.1,30.3,,No,No,No
8182,Clear,3.9,-8.3,41,13,250,16.1,30,,No,No,No
6533,Light_Rain,21.7,20.6,93,0,0,2.8,29.8,3,No,Y,No
4961,Clear,22,21,94,7.4,260,16.1,29.9,,No,No,No
6505,Light_Rain,11.1,8.9,86,14.8,170,2.4,29.6,1,No,Y,No
1053,Mostly_Cloudy,-1.7,-15,36,5.6,0,16.1,30.2,,No,No,No
2800,Unknown,16.1,7.8,58,14.8,310,16.1,29.9,,No,No,No
5733,Clear,6.7,-6.1,40,13,280,16.1,29.8,,No,No,No
2216,Clear,18.9,17.8,93,5.6,0,14.5,29.6,0.5,No,No,No
3594,Mostly_Cloudy,26.1,18.9,64,5.6,0,14.5,29.9,,No,No,No
2550,Clear,16.1,-7.8,19,7.4,0,16.1,30.3,,No,No,No
1694,Clear,17.2,3.9,41,11.1,0,16.1,30.2,,No,No,No
3974,Clear,26.7,5.6,26,7.4,0,14.5,30,,No,No,No
2943,Haze,23.9,18.3,71,5.6,0,9.7,30,,No,No,No
8038,Overcast,11.7,7.2,74,11.1,160,16.1,29.8,0,No,No,No
1561,Overcast,17.2,13.9,81,7.4,130,14.5,30.2,,No,No,No
5128,Clear,20.6,15,70,0,0,16.1,30.2,,No,No,No
4902,Clear,1.1,-16.1,27,5.6,0,16.1,30.2,,No,No,No
3162,Clear,21.7,2.2,28,13,50,16.1,30,,No,No,No
4272,Overcast,7.8,1.1,63,9.3,50,16.1,30.4,,No,No,No
4856,Haze,24.4,16.1,60,0,0,9.7,30.1,,No,No,No
593,Mostly_Cloudy,-2.2,-18.9,27,16.7,290,16.1,29.8,,No,No,No
2722,Overcast,11.1,1.7,53,25.9,290,16.1,29.6,,No,No,No
3307,Unknown,8,-3,46,,0,,,,No,No,No
8117,Clear,16.7,0.6,34,11.1,260,16.1,30.2,,No,No,No
5016,Overcast,22.8,13.9,57,9.3,0,16.1,30,,No,No,No
43,Clear,1.7,-16.1,26,13,270,16.1,30.2,,No,No,No
6983,Clear,15,-0.6,35,16.7,250,16.1,29.8,,No,No,No
5877,Mostly_Cloudy,22.8,18.9,79,9.3,0,16.1,29.9,,No,No,No
7821,Clear,8.3,-1.1,52,16.7,220,16.1,29.9,,No,No,No
7654,Haze,28.3,18.3,54,7.4,0,9.7,29.9,,No,No,No
5278,Light_Rain,8.9,7.2,89,16.7,60,9.7,29.7,3,No,Y,No
4179,Clear,0,-12.2,40,13,300,16.1,29.8,,No,No,No
5749,Overcast,3.3,-5.6,53,7.4,0,12.9,29.5,,No,No,No
8400,Haze,29.4,22.8,67,7.4,0,9.7,29.7,,No,No,No
3180,Clear,4.4,-7.2,43,7.4,0,16.1,29.8,,No,No,No
4441,Clear,19.4,15.6,79,7.4,0,12.9,30.2,,No,No,No
6757,Clear,18.9,5,40,7.4,0,16.1,29.9,,No,No,No
5759,Partly_Cloudy,13.3,1.1,44,,0,16.1,30.2,,No,No,No
5381,Clear,11.1,-4.4,34,11.1,60,16.1,30.4,,No,No,No
809,Overcast,16.1,12.8,81,9.3,0,16.1,29.8,0,No,No,No
6909,Clear,17.2,11.1,67,14.8,70,16.1,30.3,,No,No,No
2321,Clear,2.2,-6.7,52,0,0,16.1,30.3,,No,No,No
1176,Clear,-2.8,-13.3,45,13,30,16.1,30.2,,No,No,No
1954,Clear,7.8,-6.7,35,20.4,290,16.1,29.9,,No,No,No
329,Light_Rain,3.3,2.2,93,22.2,70,2.4,30,0.3,No,Y,No
1353,Clear,13.9,0,39,11.1,320,16.1,30.2,,No,No,No
8090,Overcast,20,6.1,40,9.3,0,16.1,30.1,,No,No,No
8049,Clear,-5.6,-20.6,30,16.7,40,16.1,30.6,,No,No,No
7849,Clear,27.8,19.4,60,7.4,0,16.1,29.8,,No,No,No
7345,Clear,-1.1,-13.3,40,14.8,300,16.1,29.9,,No,No,No
5947,Overcast,12.2,6.1,66,0,0,16.1,29.6,,No,No,No
7720,Partly_Cloudy,12.2,1.7,49,0,0,16.1,30.3,,No,No,No
3190,Partly_Cloudy,17.8,10.6,63,0,0,16.1,30,,No,No,No
2084,Overcast,25.6,17.2,60,20.4,50,16.1,30,,No,No,No
427,Unknown,13,-1,38,,0,,,,No,No,No
3881,Clear,32.2,17.2,40,0,0,14.5,29.8,,No,No,No
1360,Heavy_Rain,21.1,19.4,90,24.1,270,1.2,29.7,0,No,Y,No
7522,Clear,24.4,10,40,11.1,0,16.1,30.1,,No,No,No
2506,Clear,0.6,-8.3,52,0,0,16.1,30.1,,No,No,No
150,Mostly_Cloudy,13.9,0.6,40,7.4,0,16.1,30.2,,No,No,No
5293,Clear,24.4,6.1,31,5.6,0,16.1,29.9,,No,No,No
6380,Clear,1.7,-7.2,52,11.1,0,16.1,30,,No,No,No
1766,Clear,18.3,-1.1,27,9.3,280,16.1,30.1,,No,No,No
5423,Overcast,10.6,5.6,71,13,260,16.1,29.5,0.5,No,No,No
3434,Clear,-10,-25,29,0,0,16.1,30.5,,No,No,No
7070,Overcast,17.2,14.4,84,0,0,12.9,30.1,,No,No,No
4709,Clear,11.1,3.3,59,0,0,16.1,30,,No,No,No
1321,Clear,7.2,-9.4,30,7.4,0,16.1,30.3,,No,No,No
2562,Partly_Cloudy,21.7,12.8,57,9.3,0,16.1,29.8,,No,No,No
7288,Clear,12.8,5,59,5.6,220,14.5,29.8,,No,No,No
3702,Clear,25.6,6.7,30,9.3,0,16.1,29.9,,No,No,No
2692,Clear,8.3,-1.1,52,16.7,250,14.5,29.9,,No,No,No
6846,Unknown,13,2,47,,0,,,,No,No,No
7385,Overcast,-1.7,-13.9,40,9.3,0,16.1,30.1,,No,No,No
6031,Clear,15.6,11.1,75,0,0,16.1,30.3,,No,No,No
244,Scattered_Clouds,3.3,-8.3,43,13,290,16.1,30,,No,No,No
4159,Overcast,2.2,0,86,31.5,70,6.4,30.2,0.8,No,No,No
6768,Clear,2.8,-8.9,42,7.4,0,16.1,30.2,,No,No,No
2974,Overcast,12.8,0.6,43,18.5,290,16.1,29.6,,No,No,No
1960,Clear,21.7,13.9,61,5.6,0,16.1,30.2,,No,No,No
2055,Overcast,-1.7,-13.9,40,9.3,0,16.1,30.1,,No,No,No
1474,Clear,4.4,-8.9,38,7.4,30,16.1,30.1,,No,No,No
3101,Light_Snow,2.8,-4.4,59,9.3,0,6.4,29.9,0.3,No,No,Y
2371,Clear,1.7,-17.2,24,11.1,0,16.1,29.9,,No,No,No
1706,Scattered_Clouds,1.7,-8.9,46,29.6,290,16.1,29.6,,No,No,No
3536,Overcast,10.6,-0.6,46,13,360,16.1,30,,No,No,No
2345,Overcast,10.6,2.2,56,20.4,70,16.1,30,,No,No,No
5622,Overcast,15.6,-2.2,30,0,0,16.1,30.1,,No,No,No
5609,Clear,26,14,47,11.1,20,16.1,30,,No,No,No
7900,Light_Snow,0,-1.7,88,7.4,0,2.8,29.9,0,No,No,Y
1483,Overcast,20.6,9.4,49,0,0,16.1,29.9,,No,No,No
4844,Overcast,18.3,10,58,9.3,0,16.1,30.3,,No,No,No
6696,Overcast,11.7,9.4,86,7.4,60,8,29.8,,No,No,No
2070,Clear,3.9,-8.3,41,13,250,16.1,30,,No,No,No
2011,Clear,21.1,2.2,29,,0,16.1,30,,No,No,No
535,Partly_Cloudy,-7.8,-16.7,50,16.7,360,16.1,30.3,,No,No,No
4731,Light_Rain,8.3,-1.1,52,14.8,10,16.1,30.1,0,No,Y,No
1393,Light_Rain,7.2,6.1,93,9.3,80,2,29.7,0.5,No,Y,No
3485,Overcast,10,7.2,83,11.1,80,14.5,29.7,0,No,No,No
222,Haze,15,10,72,0,0,9.7,29.9,,No,No,No
1453,Unknown,17.3,13.6,79,,0,,,,No,No,No
1968,Overcast,1.7,-14.4,30,9.3,280,16.1,30.2,,No,No,No
2146,Clear,12.8,0.6,43,13,220,16.1,29.8,,No,No,No
7552,Overcast,12.8,1.1,45,13,60,16.1,30.1,,No,No,No
5126,Overcast,12.2,6.1,66,16.7,70,16.1,29.7,,No,No,No
2,Partly_Cloudy,22.8,18.9,79,9.3,0,16.1,30,,No,No,No
5082,Partly_Cloudy,-3.9,-16.1,39,16.7,290,16.1,30,,No,No,No
7905,Overcast,5,-6.1,45,18.5,290,16.1,29.8,,No,No,No
5944,Rain,21.1,20.6,97,0,0,4.8,30,2.3,No,Y,No
6339,Clear,28.3,21.1,65,7.4,0,14.5,29.8,,No,No,No
1958,Scattered_Clouds,26,9,34,16.7,250,16.1,30,,No,No,No
456,Scattered_Clouds,1.7,-13.3,33,14.8,180,16.1,30.4,,No,No,No
1955,Overcast,8.3,6.7,90,7.4,0,4,29.6,,No,No,No
778,Haze,17.8,13.3,75,9.3,240,8,30,,No,No,No
3257,Overcast,11.7,6.1,69,5.6,0,16.1,29.8,,No,No,No
8087,Clear,21.1,15,68,5.6,280,14.5,30.1,,No,No,No
5374,Clear,-1.1,-16.1,32,5.6,0,16.1,30.6,,No,No,No
3104,Scattered_Clouds,26.1,21.7,77,,0,11.3,29.8,,No,No,No
6808,Mostly_Cloudy,6.1,2,75,5.6,40,14.5,29.8,1.8,No,No,No
6647,Clear,20,-2.2,22,5.6,0,16.1,30.2,,No,No,No
6367,Clear,10,0,50,5.6,0,16.1,30.2,,No,No,No
